date,text,tokenized_text,like_count,quote_count,reply_count,retweet_count
2021-03-01,"{Green eggs &amp; SPAC, Doge meme shield (legendary item) https://t.co/CeomU9q84c, New drug coming out called Regretamine. Pop one &amp; all regrets are gone., Always wondered where exactly your gaming character keeps all the stuff https://t.co/nNk2MeFGjf, RT @Tesla: Use Tesla phone app to melt snow &amp; ice off your car before even leaving the house

📸 by @cookie_esq https://t.co/P3r8JUOvpv, RT @Tesla: Model 3 earns Top Safety+ award from IIHS for third year in a row https://t.co/rr0QtV20al}","['green', 'eggs', 'spac', 'doge', 'meme', 'shield', 'legendary', 'item', 'new', 'drug', 'coming', 'called', 'regretamine', 'pop', 'one', 'regrets', 'gone', 'always', 'wondered', 'exactly', 'gaming', 'character', 'keeps', 'stuff', 'tesla', 'use', 'tesla', 'phone', 'app', 'melt', 'snow', 'ice', 'car', 'even', 'leaving', 'house', 'cookie_esq', 'tesla', 'model', 'earns', 'top', 'safety', 'award', 'iihs', 'third', 'year', 'row']",898354,8520,33068,88239
2021-03-02,"{From thence to Mars,
And hence the Stars., Creating the city of Starbase, Texas, Horses are even self-driving! https://t.co/qPJrCFGs8J, Scammers &amp; crypto should get a room}","['thence', 'mars', 'hence', 'stars', 'creating', 'city', 'starbase', 'texas', 'horses', 'even', 'self', 'driving', 'scammers', 'crypto', 'get', 'room']",651148,6421,25066,47411
2021-03-03,"{Launch abort on slightly conservative high thrust limit. Increasing thrust limit &amp; recycling propellant for another flight attempt today., 5 mins to Starship test flight attempt, March 3rd, Starship launch tomorrow. Window opens at 9am., RT @yousuck2020: 【発表】2023年に予定している月旅行に8名様をご招待します。本日より応募受付開始します！みんなで楽しい旅行にしましょう🚀🌍🌕 #dearMoon
https://t.co/xBtOyJMIUh}","['launch', 'abort', 'slightly', 'conservative', 'high', 'thrust', 'limit', 'increasing', 'thrust', 'limit', 'recycling', 'propellant', 'another', 'flight', 'attempt', 'today', 'mins', 'starship', 'test', 'flight', 'attempt', 'march', 'starship', 'launch', 'tomorrow', 'window', 'opens', 'yousuck2020', 'dearmoon']",621122,3048,20570,53039
2021-03-04,"{RT @SpaceX: Deployment of 60 Starlink satellites confirmed https://t.co/ta7iXyr7BK, RT @SpaceX: T-30 minutes until launch of Starlink. Webcast will go live ~15 minutes before liftoff → https://t.co/bJFjLCzWdK, Starship SN10 landed in one piece! https://t.co/lO4AF47MaN}","['spacex', 'deployment', 'starlink', 'satellites', 'confirmed', 'spacex', 'minutes', 'launch', 'starlink', 'webcast', 'go', 'live', 'minutes', 'liftoff', 'starship', 'sn10', 'landed', 'one', 'piece']",171045,2307,9168,29070
2021-03-05,"{🙄, SN10 is in Valhalla now
https://t.co/dHy4tDVGnI, Cybervikings of Mars}","['sn10', 'valhalla', 'cybervikings', 'mars']",544408,4779,26891,33299
2021-03-06,"{Availability varies by region due to regulatory approval delays and/or Tesla internal development &amp; testing. 

Note: word “Beta” is used to reduce complacency in usage &amp; set expectations appropriately. All software is first tested internally by Tesla simulation &amp; QA drive teams., Due to high levels of demand for FSD Beta, adding “Download Beta” button to Service section of car display in ~10 days https://t.co/D6M3ZiMarG, Doge spelled backwards is Egod, If you want the Tesla Full Self-Driving Beta downloaded to your car, let us know. Doubling beta program size now with 8.2 &amp; probably 10X size with 8.3. Still be careful, but it’s getting mature.}","['availability', 'varies', 'region', 'regulatory', 'approval', 'delays', 'tesla', 'internal', 'development', 'testing', 'note', 'word', 'beta', 'used', 'reduce', 'complacency', 'usage', 'set', 'expectations', 'appropriately', 'software', 'first', 'tested', 'internally', 'tesla', 'simulation', 'qa', 'drive', 'teams', 'high', 'levels', 'demand', 'fsd', 'beta', 'adding', 'download', 'beta', 'button', 'service', 'section', 'car', 'display', 'days', 'doge', 'spelled', 'backwards', 'egod', 'want', 'tesla', 'full', 'self', 'driving', 'beta', 'downloaded', 'car', 'let', 'know', 'doubling', 'beta', 'program', 'size', 'probably', 'size', 'still', 'careful', 'getting', 'mature']",625647,6967,46510,50057
2021-03-07,"{Great band, too bad they broke up https://t.co/VQm7HhHw2M}","['great', 'band', 'bad', 'broke']",398309,2865,10825,35896
2021-03-08,"{Starbase, Texas https://t.co/mt4IpqqmjF, Carnot efficiency of the Universe?}","['starbase', 'texas', 'carnot', 'efficiency', 'universe']",579400,3632,19156,20260
2021-03-11,{RT @SpaceX: Liftoff! https://t.co/Dth6zbYtR4},"['spacex', 'liftoff']",0,0,0,8175
2021-03-12,"{FSD Beta has now been expanded to ~2000 owners &amp; we’ve also revoked beta where drivers did not pay sufficient attention to the road. No accidents to date.

Next significant release will be in April. Going with pure vision — not even using radar. This is the way to real-world AI., Both do mining &amp; use blocks &amp; chains, BTC (Bitcoin) is an anagram of
TBC(The Boring Company)
What a coincidence!}","['fsd', 'beta', 'expanded', 'owners', 'revoked', 'beta', 'drivers', 'pay', 'sufficient', 'attention', 'road', 'accidents', 'date', 'next', 'significant', 'release', 'april', 'going', 'pure', 'vision', 'even', 'using', 'radar', 'way', 'real', 'world', 'ai', 'mining', 'use', 'blocks', 'chains', 'btc', 'bitcoin', 'anagram', 'tbc', 'boring', 'company', 'coincidence']",368615,2967,16306,23228
2021-03-13,"{Why are you so dogematic, they ask, Origin of Doge Day Afternoon:
The ancient Romans sacrificed a Dogecoin at the beginning of the Doge Days to appease the rage of Sirius, believing that the star was the cause of the hot, sultry weather., Doge day afternoon, Woketopia. Battle for the Moral High Ground in this new game!, 🎶 This Magic Moment 🎶}","['dogematic', 'ask', 'origin', 'doge', 'day', 'afternoon', 'ancient', 'romans', 'sacrificed', 'dogecoin', 'beginning', 'doge', 'days', 'appease', 'rage', 'sirius', 'believing', 'star', 'cause', 'hot', 'sultry', 'weather', 'doge', 'day', 'afternoon', 'woketopia', 'battle', 'moral', 'high', 'ground', 'new', 'game', 'magic', 'moment']",836710,6112,32089,70148
2021-03-14,"{I love music. It makes my heart sing., This is good
 https://t.co/8KATmh2BJx, Play your favorite song in a Tesla &amp; turn the volume to 11

You will see. You will feel., A puckish rogue https://t.co/98q8bCT68q, Falcon flies for the 9th time tonight, I’m getting a Shiba Inu #resistanceisfutile, Homo sapiens techno: 
Loves raves &amp; technology, RT @SpaceX: Targeting Sunday, March 14 at 6:01 a.m. EDT for Falcon 9's next launch of 60 Starlink satellites. The first stage booster suppo…}","['love', 'music', 'makes', 'heart', 'sing', 'good', 'play', 'favorite', 'song', 'tesla', 'turn', 'volume', 'see', 'feel', 'puckish', 'rogue', 'falcon', 'flies', 'time', 'tonight', 'getting', 'shiba', 'resistanceisfutile', 'homo', 'sapiens', 'techno', 'loves', 'raves', 'technology', 'spacex', 'targeting', 'sunday', 'march', 'edt', 'falcon', 'next', 'launch', 'starlink', 'satellites', 'first', 'stage', 'booster', 'suppo']",1275374,12414,54954,107877
2021-03-15,{I’m selling this song about NFTs as an NFT https://t.co/B4EZLlesPx},"['selling', 'song', 'nfts', 'nft']",244535,7261,22264,30487
2021-03-16,"{Actually, doesn’t feel quite right selling this. Will pass.}","['feel', 'quite', 'right', 'selling', 'pass']",68855,409,4427,2216
2021-03-17,{SN11 almost ready to fly https://t.co/fXmjJZOiKk},"['sn11', 'almost', 'ready', 'fly']",65476,416,4659,4437
2021-03-18,"{First Super Heavy Booster https://t.co/0K5QPsEbbt, The simulation really struggled to make this look real haha https://t.co/t8zvFTRUHU, Aspirationally acerbic alliteration 
-&gt; Bullshit baffles brains}","['first', 'super', 'heavy', 'booster', 'simulation', 'really', 'struggled', 'make', 'look', 'real', 'aspirationally', 'acerbic', 'alliteration', 'bullshit', 'baffles', 'brains']",614628,3005,20878,33153
2021-03-19,{https://t.co/Ngk8SJvDUW},['ngk8sjvduw'],340001,1989,8583,23017
2021-03-20,{Music in zero gravity https://t.co/bepfMipjrE},"['music', 'zero', 'gravity']",388358,2474,11153,26487
2021-03-23,{Strongest argument against aliens https://t.co/eF2FFZpJQE},"['strongest', 'argument', 'aliens']",456958,3624,13233,43531
2021-03-24,"{RT @SpaceX: Deployment of 60 Starlink satellites confirmed https://t.co/Xcbrq66Mez, Pay by Bitcoin capability available outside US later this year, Tesla is using only internal &amp; open source software &amp; operates Bitcoin nodes directly.

Bitcoin paid to Tesla will be retained as Bitcoin, not converted to fiat currency., You can now buy a Tesla with Bitcoin, RT @Fogdo: Thank you @Tesla for this helpful and cool feature :-) https://t.co/FLuY3yFdSL}","['spacex', 'deployment', 'starlink', 'satellites', 'confirmed', 'pay', 'bitcoin', 'capability', 'available', 'outside', 'later', 'year', 'tesla', 'using', 'internal', 'open', 'source', 'software', 'operates', 'bitcoin', 'nodes', 'directly', 'bitcoin', 'paid', 'tesla', 'retained', 'bitcoin', 'converted', 'fiat', 'currency', 'buy', 'tesla', 'bitcoin', 'fogdo', 'thank', 'tesla', 'helpful', 'cool', 'feature']",1210987,27925,43830,159437
2021-03-25,"{If there’s ever a scandal about me, *please* call it Elongate, Don’t defy DeFi, Mars rover looking back https://t.co/oaFOCezRuU}","['ever', 'scandal', 'please', 'call', 'elongate', 'defy', 'defi', 'mars', 'rover', 'looking', 'back']",1213906,12131,39473,89862
2021-03-26,"{RT @Tesla: 6,000+ Superchargers across Europe — at 600 locations and counting!

📸 by @EPavlic, @MinimalDuck &amp; @_better_e https://t.co/Yf36H…}","['tesla', 'superchargers', 'across', 'europe', 'locations', 'counting', 'epavlic', 'minimalduck', 'better_e']",0,0,0,4703
2021-03-27,{Check out our new crane https://t.co/PE4vL6uKcb},"['check', 'new', 'crane']",583887,6433,17943,48906
2021-03-28,"{Possible Starship flight tomorrow afternoon, Wholesome memes https://t.co/u5TkHJua8Q}","['possible', 'starship', 'flight', 'tomorrow', 'afternoon', 'wholesome', 'memes']",800250,3049,16570,54131
2021-03-29,{FAA inspector unable to reach Starbase in time for launch today. Postponed to no earlier than tomorrow.},"['faa', 'inspector', 'unable', 'reach', 'starbase', 'time', 'launch', 'today', 'postponed', 'earlier', 'tomorrow']",74235,787,3366,3048
2021-03-30,"{Starbase will grow by several thousand people over the next year or two, Probably most “in space” you could possibly feel by being in a glass dome https://t.co/SOAIzxVGgX, Am donating $20M to Cameron County schools &amp; $10M to City of Brownsville for downtown revitalization. Details to follow next week., Please consider moving to Starbase or greater Brownsville/South Padre area in Texas &amp; encourage friends to do so! 

SpaceX’s hiring needs for engineers, technicians, builders &amp; essential support personnel of all kinds are growing rapidly.}","['starbase', 'grow', 'several', 'thousand', 'people', 'next', 'year', 'two', 'probably', 'space', 'could', 'possibly', 'feel', 'glass', 'dome', 'donating', 'cameron', 'county', 'schools', 'city', 'brownsville', 'downtown', 'revitalization', 'details', 'follow', 'next', 'week', 'please', 'consider', 'moving', 'starbase', 'greater', 'brownsville', 'south', 'padre', 'area', 'texas', 'encourage', 'friends', 'spacex', 'hiring', 'needs', 'engineers', 'technicians', 'builders', 'essential', 'support', 'personnel', 'kinds', 'growing', 'rapidly']",679707,9318,33254,50354
2021-03-31,"{Over 10,000 people are needed for Giga Texas just through 2022!
- 5 mins from airport
-15 mins from downtown
- Right on Colorado river https://t.co/w454iXedxB}","['people', 'needed', 'giga', 'texas', 'mins', 'airport', 'mins', 'downtown', 'right', 'colorado', 'river']",103160,1387,7957,11966
2021-04-01,"{SpaceX is going to put a literal Dogecoin on the literal moon, Nicheman — his superpower is appealing to small audiences}","['spacex', 'going', 'put', 'literal', 'dogecoin', 'literal', 'moon', 'nicheman', 'superpower', 'appealing', 'small', 'audiences']",629062,8620,28450,56663
2021-04-03,"{Me in my sick new car
(left him the money) https://t.co/EGaY1FVfHm}","['sick', 'new', 'car', 'left', 'money']",252926,1400,57603,11860
2021-04-04,"{Urgent need to build more housing in greater Austin area!, Austin++, No it doesn’t hurt at all 🩸 https://t.co/NnL6o1si0V}","['urgent', 'need', 'build', 'housing', 'greater', 'austin', 'area', 'austin', 'hurt']",644064,4131,18656,48233
2021-04-05,"{The Earth is not flat, it’s a hollow globe &amp; Donkey King lives there!, RT @SpaceX: Dragon is go for the first-ever port relocation flight of a commercial spacecraft https://t.co/qV7AktWsqQ, Godzilla vs Kong is so amaze much wow!
Most insane movie I’ve ever seen!
Love letter to conspiracy theorists!
And yet heartwarming in the end.}","['earth', 'flat', 'hollow', 'globe', 'donkey', 'king', 'lives', 'spacex', 'dragon', 'go', 'first', 'ever', 'port', 'relocation', 'flight', 'commercial', 'spacecraft', 'godzilla', 'kong', 'amaze', 'much', 'insane', 'movie', 'ever', 'seen', 'love', 'letter', 'conspiracy', 'theorists', 'yet', 'heartwarming', 'end']",501941,4603,19424,37824
2021-04-06,{“Tanks for the memery!” – Panzer of the Lake},"['tanks', 'memery', 'panzer', 'lake']",133380,305,5713,5003
2021-04-07,"{To be clear, I do support vaccines in general &amp; covid vaccines specifically. The science is unequivocal. 

In very rare cases, there is an allergic reaction, but this is easily addressed with an EpiPen., RT @SpaceX: Deployment of 60 Starlink satellites confirmed, completing SpaceX’s 10th mission this year https://t.co/c15BveB3QE}","['clear', 'support', 'vaccines', 'general', 'covid', 'vaccines', 'specifically', 'science', 'unequivocal', 'rare', 'cases', 'allergic', 'reaction', 'easily', 'addressed', 'epipen', 'spacex', 'deployment', 'starlink', 'satellites', 'confirmed', 'completing', 'spacex', 'mission', 'year']",195380,1772,11262,18283
2021-04-08,{Thanks Tesla suppliers for providing us with critical parts!},"['thanks', 'tesla', 'suppliers', 'providing', 'critical', 'parts']",187575,512,5218,6059
2021-04-09,"{It’s all about the cufflinks https://t.co/elccqC0Zuf, Thanks to all that helped SpaceX!, Just read it. Book is accurate. https://t.co/3bI9Vw8iP1, https://t.co/XeQursZpvq, Soon our monkey will be on twitch &amp; discord haha, A monkey is literally playing a video game telepathically using a brain chip!!, The device is implanted flush with skull &amp; charges wirelessly, so you look &amp; feel totally normal, Later versions will be able to shunt signals from Neuralinks in brain to Neuralinks in body motor/sensory neuron clusters, thus enabling, for example, paraplegics to walk again, First @Neuralink product will enable someone with paralysis to use a smartphone with their mind faster than someone using thumbs, Monkey plays Pong with his mind https://t.co/35NIFm4C7T}","['cufflinks', 'thanks', 'helped', 'spacex', 'read', 'book', 'accurate', 'soon', 'monkey', 'twitch', 'discord', 'monkey', 'literally', 'playing', 'video', 'game', 'telepathically', 'using', 'brain', 'chip', 'device', 'implanted', 'flush', 'skull', 'charges', 'wirelessly', 'look', 'feel', 'totally', 'normal', 'later', 'versions', 'able', 'shunt', 'signals', 'neuralinks', 'brain', 'neuralinks', 'body', 'motor', 'sensory', 'neuron', 'clusters', 'thus', 'enabling', 'example', 'paraplegics', 'walk', 'first', 'neuralink', 'product', 'enable', 'someone', 'paralysis', 'use', 'smartphone', 'mind', 'faster', 'someone', 'using', 'thumbs', 'monkey', 'plays', 'pong', 'mind']",1550383,12670,39851,127387
2021-04-10,"{Blimps rock https://t.co/e8cu5FkNOI, Just needs some legs, The Starship launch tower that catches the giant rocket booster is basically Mechazilla, But wait how is the core of the earth lit by the sun? Stop asking questions!!, Kong vs Godzilla has record for most meth ever consumed in a writer’s room, … going to moon very soon, Where is Shrek 5!? https://t.co/PqAZ5Mg8Es}","['blimps', 'rock', 'needs', 'legs', 'starship', 'launch', 'tower', 'catches', 'giant', 'rocket', 'booster', 'basically', 'mechazilla', 'wait', 'core', 'earth', 'lit', 'sun', 'stop', 'asking', 'questions', 'kong', 'godzilla', 'record', 'meth', 'ever', 'consumed', 'writer', 'room', 'going', 'moon', 'soon', 'shrek']",1383706,14180,58330,98802
2021-04-11,"{Love this beautiful shot, The art In Cyberpunk is incredible}","['love', 'beautiful', 'shot', 'art', 'cyberpunk', 'incredible']",366918,1201,13701,13781
2021-04-14,{Tesla AI/Autopilot engineering is awesome! Making excellent progress solving real-world AI.},"['tesla', 'ai', 'autopilot', 'engineering', 'awesome', 'making', 'excellent', 'progress', 'solving', 'real', 'world', 'ai']",130675,573,5594,7012
2021-04-15,"{Doge Barking at the Moon https://t.co/QFB81D7zOL, Le Petit Prince, ☾

           🔭𖨆♡}","['doge', 'barking', 'moon', 'le', 'petit', 'prince']",752148,7704,36030,93296
2021-04-16,"{We are honored to be part of the @NASAArtemis team, 🚀🖤💫 NASA Rules!! 💫🖤🚀 https://t.co/hmeGx2peZ6, 👀, RT @Tesla: Cybertruck at Giga Texas https://t.co/c1RuektPnN, 🎸🎸 Austin Rocks!! 🎸 🎸, Make life multiplanetary! #Mars}","['honored', 'part', 'nasaartemis', 'team', 'nasa', 'rules', 'tesla', 'cybertruck', 'giga', 'texas', 'austin', 'rocks', 'make', 'life', 'multiplanetary', 'mars']",1000914,7941,47927,99917
2021-04-17,"{Tesla with Autopilot engaged now approaching 10 times lower chance of accident than average vehicle https://t.co/6lGy52wVhC, Dragon spacecraft &amp; Falcon 9 rocket https://t.co/A6fsNlsN9z, If we make life multiplanetary, there may come a day when some plants &amp; animals die out on Earth, but are still alive on Mars, Everything to the moon!}","['tesla', 'autopilot', 'engaged', 'approaching', 'times', 'lower', 'chance', 'accident', 'average', 'vehicle', 'dragon', 'spacecraft', 'falcon', 'rocket', 'make', 'life', 'multiplanetary', 'may', 'come', 'day', 'plants', 'animals', 'die', 'earth', 'still', 'alive', 'mars', 'everything', 'moon']",1170715,13108,69004,117855
2021-04-18,{RT @SpaceX: SpaceX and @NASA completed a full rehearsal of launch day activities with the four Crew-2 astronauts https://t.co/u0hDCTx3Zp},"['spacex', 'spacex', 'nasa', 'completed', 'full', 'rehearsal', 'launch', 'day', 'activities', 'four', 'crew', 'astronauts']",0,0,0,9289
2021-04-20,{RT @SpaceX: Falcon 9 and Dragon are looking good for flight of Crew-2 astronauts; teams are keeping an eye on launch site and downrange wea…},"['spacex', 'falcon', 'dragon', 'looking', 'good', 'flight', 'crew', 'astronauts', 'teams', 'keeping', 'eye', 'launch', 'site', 'downrange', 'wea']",0,0,0,5471
2021-04-21,"{RT @Commercial_Crew: Launch Update 🚀 @NASA and @SpaceX now are targeting Friday, April 23 at 5:49 a.m. ET for the launch of the Crew-2 miss…}","['commercial_crew', 'launch', 'update', 'nasa', 'spacex', 'targeting', 'friday', 'april', 'launch', 'crew', 'miss']",0,0,0,4560
2021-04-22,"{RT @xprize: Elon Musk and Peter Diamandis LIVE on $100M XPRIZE Carbon Removal https://t.co/M2ruxS0Zxt, 🌍🌎🌏 Happy Earth Day 🌍🌎🌏, RT @SpaceX: All systems and weather are looking good for Falcon 9’s launch of Dragon with four astronauts on board. Webcast will go live to…, Tesla Solar + Powerwall battery enables consumers to be their own utility, Powerwall 2 peak &amp; steady power capability is better than advertised. 

Now that we have lots of operational data, Tesla can unlock higher capabilities for free via software update next month. 

Depending on production date, power increase power may be &gt;50% at 30C ambient temp., Solar power will feed exclusively to Powerwall. Powerwall will interface only between utility meter &amp; house main breaker panel, enabling super simple install &amp; seamless whole house backup during utility dropouts., Starting next week, Tesla Solar Panels &amp; Solar Roof will only be sold as an integrated product *with* Tesla Powerwall battery}","['xprize', 'elon', 'musk', 'peter', 'diamandis', 'live', 'xprize', 'carbon', 'removal', 'happy', 'earth', 'day', 'spacex', 'systems', 'weather', 'looking', 'good', 'falcon', 'launch', 'dragon', 'four', 'astronauts', 'board', 'webcast', 'go', 'live', 'tesla', 'solar', 'powerwall', 'battery', 'enables', 'consumers', 'utility', 'powerwall', 'peak', 'steady', 'power', 'capability', 'better', 'advertised', 'lots', 'operational', 'data', 'tesla', 'unlock', 'higher', 'capabilities', 'free', 'software', 'update', 'next', 'month', 'depending', 'production', 'date', 'power', 'increase', 'power', 'may', 'ambient', 'temp', 'solar', 'power', 'feed', 'exclusively', 'powerwall', 'powerwall', 'interface', 'utility', 'meter', 'house', 'main', 'breaker', 'panel', 'enabling', 'super', 'simple', 'install', 'seamless', 'whole', 'house', 'backup', 'utility', 'dropouts', 'starting', 'next', 'week', 'tesla', 'solar', 'panels', 'solar', 'roof', 'sold', 'integrated', 'product', 'tesla', 'powerwall', 'battery']",819644,4426,37741,68784
2021-04-23,"{RT @SpaceX: Dragon has separated from Falcon 9’s second stage and is on its way to the @space_station! Autonomous docking tomorrow at ~5:10…, 2 mins to launch https://t.co/q9nXKRrXpw, Astronauts preparing to launch to @Space_Station https://t.co/WBkaDZexEc}","['spacex', 'dragon', 'separated', 'falcon', 'second', 'stage', 'way', 'space_station', 'autonomous', 'docking', 'tomorrow', 'mins', 'launch', 'astronauts', 'preparing', 'launch', 'space_station']",169998,918,10210,19894
2021-04-24,"{RT @SpaceX: Docking confirmed – second time at the @space_station for this Dragon https://t.co/JLC9wOjRFT, https://t.co/l6Bc0wkWol, define … beauty, What does the future hodl?, RT @RealLifeStarman: “We need to have a big permanently occupied base on the moon, and then build a city on Mars and become a spacefaring c…}","['spacex', 'docking', 'confirmed', 'second', 'time', 'space_station', 'dragon', 'define', 'beauty', 'future', 'hodl', 'reallifestarman', 'need', 'big', 'permanently', 'occupied', 'base', 'moon', 'build', 'city', 'mars', 'become', 'spacefaring']",844163,53816,116175,89916
2021-04-25,"{Let’s find out just how live Saturday Night Live really is 😈, Am hosting SNL on May 8}","['let', 'find', 'live', 'saturday', 'night', 'live', 'really', 'hosting', 'snl', 'may']",549501,5002,28764,32805
2021-04-26,{RT @Space_Station: The @SpaceX Crew-1 astronauts will soon soar back to Earth and parachute to a splashdown off the coast of Florida. They…},"['space_station', 'spacex', 'crew', 'astronauts', 'soon', 'soar', 'back', 'earth', 'parachute', 'splashdown', 'coast', 'florida']",0,0,0,2716
2021-04-27,"{Starship SN15 static fire completed, preparing for flight later this week}","['starship', 'sn15', 'static', 'fire', 'completed', 'preparing', 'flight', 'later', 'week']",169637,777,13624,9683
2021-04-28,"{♥️
https://t.co/juLuKlymEX, The Dogefather
SNL May 8}","['dogefather', 'snl', 'may']",516124,11260,48569,82856
2021-04-29,"{A major part of real-world AI has to be solved to make unsupervised, generalized full self-driving work, as the entire road system is designed for biological neural nets with optical imagers, RT @SpaceX: Falcon 9’s first stage has landed on the Just Read the Instructions droneship, completing this booster’s seventh launch and lan…}","['major', 'part', 'real', 'world', 'ai', 'solved', 'make', 'unsupervised', 'generalized', 'full', 'self', 'driving', 'work', 'entire', 'road', 'system', 'designed', 'biological', 'neural', 'nets', 'optical', 'imagers', 'spacex', 'falcon', 'first', 'stage', 'landed', 'read', 'instructions', 'droneship', 'completing', 'booster', 'seventh', 'launch', 'lan']",141979,1403,27185,16142
2021-05-01,"{Baby Shark &amp; Shark Tank merge to form Baby Shark Tank, Irony Man – defeats villains using the power of irony, Throwing out some skit ideas for SNL. What should I do?, Woke James Bond
SNL May 8}","['baby', 'shark', 'shark', 'tank', 'merge', 'form', 'baby', 'shark', 'tank', 'irony', 'man', 'defeats', 'villains', 'using', 'power', 'irony', 'throwing', 'skit', 'ideas', 'snl', 'woke', 'james', 'bond', 'snl', 'may']",471649,8932,74747,30510
2021-05-02,"{RT @SpaceX: Splashdown of Dragon confirmed – welcome back to Earth, @AstroVicGlover, @Astro_illini, Shannon Walker, and @Astro_Soichi! http…, I love Art Deco, RT @SpaceX: Departure burns complete. Dragon will reenter the Earth's atmosphere in ~4 hours, RT @NASA: LIVE: NASA's @SpaceX Crew-1 astronauts are strapped in for their journey home tonight. Watch the hatches close between Crew Drago…, RT @SpaceX: Separation confirmed. Dragon will perform four departure burns to move away from the @space_station https://t.co/43GwSBrWJc}","['spacex', 'splashdown', 'dragon', 'confirmed', 'welcome', 'back', 'earth', 'astrovicglover', 'astro_illini', 'shannon', 'walker', 'astro_soichi', 'love', 'art', 'deco', 'spacex', 'departure', 'burns', 'complete', 'dragon', 'reenter', 'earthatmosphere', 'hours', 'nasa', 'live', 'nasa', 'spacex', 'crew', 'astronauts', 'strapped', 'journey', 'home', 'tonight', 'watch', 'hatches', 'close', 'crew', 'drago', 'spacex', 'separation', 'confirmed', 'dragon', 'perform', 'four', 'departure', 'burns', 'move', 'away', 'space_station']",243524,3277,28295,33740
2021-05-04,"{RT @SpaceX: Falcon 9’s first stage has landed on the Of Course I Still Love You droneship – the 9th landing of this booster https://t.co/wz…, RT @SpaceX: Watch Falcon 9 launch 60 Starlink satellites → https://t.co/bJFjLCzWdK  https://t.co/zXwBMcXUDJ, RT @SpaceX: #MayThe4thBeWithYou https://t.co/1T7aXNZgkD}","['spacex', 'falcon', 'first', 'stage', 'landed', 'course', 'still', 'love', 'droneship', 'landing', 'booster', 'spacex', 'watch', 'falcon', 'launch', 'starlink', 'satellites', 'spacex', 'maythe4thbewithyou']",0,0,0,24397
2021-05-05,"{Starship landing nominal!, About to launch https://t.co/t4nki8vU4E}","['starship', 'landing', 'nominal', 'launch']",440972,4163,28577,41484
2021-05-06,"{Make humanity a multiplanet species!, Public support for life on Mars is critical to making it happen, RT @nbcsnl: https://t.co/qmIQF3fq5q}","['make', 'humanity', 'multiplanet', 'species', 'public', 'support', 'life', 'mars', 'critical', 'making', 'happen', 'nbcsnl']",866691,9445,84072,95814
2021-05-07,"{Guest starring … https://t.co/buM3bTOWbX, https://t.co/DlQtmfjKqL, RT @nbcsnl: ELON MUSK. MILEY CYRUS.
THIS SATURDAY https://t.co/6miGBj90XJ, Cryptocurrency is promising, but please invest with caution! https://t.co/A4kplcP8Vq}","['guest', 'starring', 'nbcsnl', 'elon', 'musk', 'miley', 'cyrus', 'saturday', 'cryptocurrency', 'promising', 'please', 'invest', 'caution']",1221711,21400,66956,187116
2021-05-08,"{Special link to view SNL outside USA
https://t.co/egSDZ8sNFu, First time a Falcon rocket booster will reach double digits in flights https://t.co/wrojsaGExZ, Cybertruck prototype in New York this weekend}","['special', 'link', 'view', 'snl', 'outside', 'usa', 'first', 'time', 'falcon', 'rocket', 'booster', 'reach', 'double', 'digits', 'flights', 'cybertruck', 'prototype', 'new', 'york', 'weekend']",543446,4537,39562,49497
2021-05-09,"{SpaceX launching satellite Doge-1 to the moon next year

– Mission paid for in Doge
– 1st crypto in space
– 1st meme in space

To the mooooonnn!!

https://t.co/xXfjGZVeUW, Wario was my fav haha 👀 
https://t.co/TNjn3meLVJ}","['spacex', 'launching', 'satellite', 'doge', 'moon', 'next', 'year', 'mission', 'paid', 'doge', 'crypto', 'space', 'meme', 'space', 'mooooonnn', 'wario', 'fav']",679263,16546,56317,127194
2021-05-10,"{Thanks again to @nbcsnl cast, writers &amp; crew! Honor &amp; pleasure to do the show with you.}","['thanks', 'nbcsnl', 'cast', 'writers', 'crew', 'honor', 'pleasure', 'show']",209085,569,11746,9232
2021-05-11,"{Do you want Tesla to accept Doge?, SNL Monologue
https://t.co/b2cvFGqVFF}","['want', 'tesla', 'accept', 'doge', 'snl', 'monologue']",486690,16475,106310,105386
2021-05-12,{Tesla &amp; Bitcoin https://t.co/YSswJmVZhP},"['tesla', 'bitcoin']",506630,50249,126370,77441
2021-05-13,"{As always https://t.co/gtFmtokzEZ, Working with Doge devs to improve system transaction efficiency. Potentially promising., To be clear, I strongly believe in crypto, but it can’t drive a massive increase in fossil fuel use, especially coal, It is high time there was a carbon tax!, Energy usage trend over past few months is insane https://t.co/E6o9s87trw https://t.co/bmv9wotwKe}","['always', 'working', 'doge', 'devs', 'improve', 'system', 'transaction', 'efficiency', 'potentially', 'promising', 'clear', 'strongly', 'believe', 'crypto', 'drive', 'massive', 'increase', 'fossil', 'fuel', 'use', 'especially', 'coal', 'high', 'time', 'carbon', 'tax', 'energy', 'usage', 'trend', 'past', 'months', 'insane']",1632726,43973,223289,198172
2021-05-14,"{RT @Tesla: Configurator now live in Hungary 🇭🇺 &amp; Romania 🇷🇴, RT @SpaceX: SpaceX’s fifth high-altitude flight test of Starship from Starbase in Texas https://t.co/FnrXuHpsVj}","['tesla', 'configurator', 'live', 'hungary', 'romania', 'spacex', 'spacex', 'fifth', 'high', 'altitude', 'flight', 'test', 'starship', 'starbase', 'texas']",0,0,0,26103
